original_language,overview,title,budget,revenue,runtime,release_date,popularity,vote_average,vote_count,genres
en,"Retired from active duty, and training recruits for the Impossible Mission Force, agent Ethan Hunt faces the toughest foe of his career: Owen Davian, an international broker of arms and information, who's as cunning as he is ruthless. Davian emerges to threaten Hunt and all that he holds dear – including the woman Hunt loves.",Mission: Impossible III,150000000,398479497,126,2006-04-25,11.0613,6.748,7321,"['Adventure', 'Action', 'Thriller']"
en,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,Deadpool 2,110000000,785896632,120,2018-05-15,11.172,7.489,18668,"['Action', 'Comedy', 'Adventure']"
en,"After witnessing a bizarre, traumatic incident involving a patient, Dr. Rose Cotter starts experiencing frightening occurrences that she can't explain.",Smile,17000000,217408513,115,2022-09-23,10.3335,6.664,3780,"['Horror', 'Mystery']"
en,"Just as Tessa's life begins to become unglued, nothing is what she thought it would be. Not her friends nor her family. The only person that she should be able to rely on is Hardin, who is furious when he discovers the massive secret that she's been keeping. Before Tessa makes the biggest decision of her life, everything changes because of revelations about her family.",After We Fell,14000000,21753705,99,2021-09-01,10.5924,7.023,2679,"['Romance', 'Drama']"
en,"When a doubting young boy takes an extraordinary train ride to the North Pole, he embarks on a journey of self-discovery that shows him that the wonder of life never fades for those who believe.",The Polar Express,165000000,318432432,100,2004-11-10,10.9724,6.721,6624,"['Animation', 'Adventure', 'Family', 'Fantasy']"
en,"Times are changing for Manny the moody mammoth, Sid the motor mouthed sloth and Diego the crafty saber-toothed tiger. Life heats up for our heroes when they meet some new and none-too-friendly neighbors – the mighty dinosaurs.",Ice Age: Dawn of the Dinosaurs,90000000,886686817,94,2009-06-26,10.2846,6.8,8630,"['Animation', 'Comedy', 'Family', 'Adventure']"
en,"Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist.",The Last Samurai,140000000,456800000,154,2003-12-05,12.2519,7.594,7213,"['Drama', 'Action', 'War']"
en,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",The Prestige,40000000,109676311,130,2006-10-17,10.2662,8.204,16875,"['Drama', 'Mystery', 'Science Fiction']"
en,"Plagued by strange memories, Neo's life takes an unexpected turn when he finds himself back inside the Matrix.",The Matrix Resurrections,190000000,156497322,147,2021-12-16,10.3441,6.362,6153,"['Science Fiction', 'Action', 'Adventure']"
en,"A family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. When they reach out to a professional for help, they learn things are a lot more personal than they thought.",Insidious,1500000,100106454,102,2011-03-31,10.3365,6.941,7090,"['Horror', 'Thriller']"
en,"While on a business trip in Los Angeles, Edward Lewis, a millionaire entrepreneur who makes a living buying and breaking up companies, picks up a prostitute, Vivian, while asking for directions; after, Edward hires Vivian to stay with him for the weekend to accompany him to a few social events, and the two get closer only to discover there are significant hurdles to overcome as they try to bridge the gap between their very different worlds.",Pretty Woman,14000000,463406268,120,1990-03-23,9.7373,7.459,8657,"['Romance', 'Comedy']"
en,"A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.",Prometheus,130000000,403354469,124,2012-05-30,11.5698,6.584,12797,"['Science Fiction', 'Adventure', 'Mystery']"
en,Discover the game-changing partnership between a then undiscovered Michael Jordan and Nike's fledgling basketball division which revolutionized the world of sports and culture with the Air Jordan brand.,Air,80000000,90100000,111,2023-04-05,9.2916,7.309,2168,"['Drama', 'History']"
en,"12-year-old Dre Parker could've been the most popular kid in Detroit, but his mother's latest career move has landed him in China. Dre immediately falls for his classmate Mei Ying but the cultural differences make such a friendship impossible. Even worse, Dre's feelings make him an enemy of the class bully, Cheng. With no friends in a strange land, Dre has nowhere to turn but maintenance man Mr. Han, who is a kung fu master. As Han teaches Dre that kung fu is not about punches and parries, but maturity and calm, Dre realizes that facing down the bullies will be the fight of his life.",The Karate Kid,40000000,359126022,140,2010-06-10,10.3717,6.565,6347,"['Action', 'Adventure', 'Drama', 'Family']"
en,"Twenty-eight weeks after the spread of a deadly rage virus, the inhabitants of the British Isles have lost their battle against the onslaught, as the virus has killed everyone there. Six months later, a group of Americans dare to set foot on the Isles, convinced the danger has passed. But it soon becomes all too clear that the scourge continues to live, waiting to pounce on its next victims.",28 Weeks Later,15000000,72304846,100,2007-04-26,10.6029,6.603,5131,"['Horror', 'Thriller', 'Science Fiction']"
ko,"With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate man seeks revenge on his captors.",Oldboy,3000000,17500000,120,2003-11-21,10.8552,8.248,9290,"['Drama', 'Thriller', 'Mystery', 'Action']"
en,"When the magic powers of The Tablet of Ahkmenrah begin to die out, Larry Daley spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.",Night at the Museum: Secret of the Tomb,127000000,363204635,98,2014-12-17,10.6391,6.216,6057,"['Adventure', 'Comedy', 'Fantasy', 'Family']"
en,"Bond has left active service and is enjoying a tranquil life in Jamaica. His peace is short-lived when his old friend Felix Leiter from the CIA turns up asking for help. The mission to rescue a kidnapped scientist turns out to be far more treacherous than expected, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.",No Time to Die,250000000,774153024,163,2021-09-29,10.742,7.355,6712,"['Action', 'Thriller', 'Adventure']"
en,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",Lucy,40000000,469058574,89,2014-07-25,9.9506,6.469,16612,"['Action', 'Science Fiction']"
en,"Fresh off an almost career-ending accident, stuntman Colt Seavers has to track down a missing movie star, solve a conspiracy and try to win back the love of his life while still doing his day job.",The Fall Guy,125000000,181073291,127,2024-04-24,9.9483,6.992,3238,"['Action', 'Comedy', 'Romance']"
en,"Fuelled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth.",Justice League,300000000,661326987,120,2017-11-15,10.4926,6.074,13348,"['Action', 'Adventure', 'Science Fiction']"
en,A young woman is followed by an unknown supernatural force after a sexual encounter.,It Follows,2300000,23374076,101,2015-02-04,10.2861,6.589,6662,"['Horror', 'Mystery']"
fr,"In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.",The Fifth Element,90000000,263920180,126,1997-05-02,11.1259,7.56,11251,"['Science Fiction', 'Action', 'Adventure']"
en,"As New York City is invaded by alien creatures who hunt by sound, a woman named Sam fights to survive with her cat.",A Quiet Place: Day One,67000000,261907653,100,2024-06-26,10.0326,6.688,2990,"['Horror', 'Science Fiction', 'Thriller']"
en,"One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.",Now You See Me 2,120000000,334897606,129,2016-06-02,10.3233,6.825,11086,"['Thriller', 'Crime']"
en,"A young woman, recently released from a mental hospital, gets a job as a secretary to a demanding lawyer, where their employer-employee relationship turns into a sexual, sadomasochistic one.",Secretary,4000000,9300000,111,2002-09-20,10.536,6.8,1758,"['Romance', 'Drama', 'Comedy']"
en,"Siblings Wednesday and Pugsley Addams will stop at nothing to get rid of Pubert, the new baby boy adored by parents Gomez and Morticia. Things go from bad to worse when the new ""black widow"" nanny, Debbie Jellinsky, launches her plan to add Fester to her collection of dead husbands.",Addams Family Values,47000000,48919043,94,1993-11-19,10.6318,6.97,3186,"['Comedy', 'Family', 'Fantasy']"
en,"A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.",The Lorax,70000000,349305397,86,2012-03-01,10.4858,6.513,3744,"['Animation', 'Family']"
en,"FBI agent Jack Crawford is out for revenge when his partner is killed and all clues point to the mysterious assassin Rogue. But when Rogue turns up years later to take care of some unfinished business, he triggers a violent clash of rival gangs. Will the truth come out before it's too late? And when the dust settles, who will remain standing?",War,25000000,40452643,103,2007-08-24,9.8142,6.392,1956,"['Action', 'Crime', 'Thriller']"
